week,agent_role,action,reward,done,policy_type,model_name,tool_order,llm_order,difference,consensus_gap,state_json,next_state_json,info_json
2,Distributor,16,-20.0,False,llm,Qwen/Qwen3-4B,,16,,0,"{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 16, ""last_order"": 16, ""current_week"": 2, ""lead_time"": 2}","{""inventory"": 4, ""backlog"": 0, ""incoming_shipments"": 16, ""pipeline_inventory"": 16, ""last_customer_demand"": 16, ""last_order"": 16, ""current_week"": 2, ""lead_time"": 2}","{""cost"": 20.0, ""bullwhip"": null, ""negotiation_proposals"": {""Retailer"": 8, ""Wholesaler"": 16, ""Distributor"": 16, ""Factory"": 16}}"
2,Factory,16,-20.0,False,llm,Qwen/Qwen3-4B,,16,,0,"{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 16, ""last_order"": 16, ""current_week"": 2, ""lead_time"": 2}","{""inventory"": 4, ""backlog"": 0, ""incoming_shipments"": 16, ""pipeline_inventory"": 16, ""last_customer_demand"": 16, ""last_order"": 16, ""current_week"": 2, ""lead_time"": 2}","{""cost"": 20.0, ""bullwhip"": null, ""negotiation_proposals"": {""Retailer"": 8, ""Wholesaler"": 16, ""Distributor"": 16, ""Factory"": 16}}"
3,Retailer,4,-94.0,False,llm,Qwen/Qwen3-4B,,4,,0,"{""inventory"": 8, ""backlog"": 0, ""incoming_shipments"": 16, ""pipeline_inventory"": 16, ""last_customer_demand"": 4, ""last_order"": 16, ""current_week"": 3, ""lead_time"": 2}","{""inventory"": 4, ""backlog"": 0, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 4, ""last_order"": 4, ""current_week"": 3, ""lead_time"": 2}","{""cost"": 76.0, ""bullwhip"": null, ""negotiation_proposals"": {""Retailer"": 4, ""Wholesaler"": 16, ""Distributor"": 16, ""Factory"": 16}}"
3,Wholesaler,4,-94.0,False,llm,Qwen/Qwen3-4B,,4,,0,"{""inventory"": 4, ""backlog"": 0, ""incoming_shipments"": 16, ""pipeline_inventory"": 16, ""last_customer_demand"": 16, ""last_order"": 16, ""current_week"": 3, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 12, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 4, ""last_order"": 4, ""current_week"": 3, ""lead_time"": 2}","{""cost"": 76.0, ""bullwhip"": null, ""negotiation_proposals"": {""Retailer"": 4, ""Wholesaler"": 16, ""Distributor"": 16, ""Factory"": 16}}"
3,Distributor,4,-94.0,False,llm,Qwen/Qwen3-4B,,4,,0,"{""inventory"": 4, ""backlog"": 0, ""incoming_shipments"": 16, ""pipeline_inventory"": 16, ""last_customer_demand"": 16, ""last_order"": 16, ""current_week"": 3, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 12, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 4, ""last_order"": 4, ""current_week"": 3, ""lead_time"": 2}","{""cost"": 76.0, ""bullwhip"": null, ""negotiation_proposals"": {""Retailer"": 4, ""Wholesaler"": 16, ""Distributor"": 16, ""Factory"": 16}}"
3,Factory,4,-94.0,False,llm,Qwen/Qwen3-4B,,4,,0,"{""inventory"": 4, ""backlog"": 0, ""incoming_shipments"": 16, ""pipeline_inventory"": 16, ""last_customer_demand"": 16, ""last_order"": 16, ""current_week"": 3, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 12, ""incoming_shipments"": 32, ""pipeline_inventory"": 32, ""last_customer_demand"": 4, ""last_order"": 4, ""current_week"": 3, ""lead_time"": 2}","{""cost"": 76.0, ""bullwhip"": null, ""negotiation_proposals"": {""Retailer"": 4, ""Wholesaler"": 16, ""Distributor"": 16, ""Factory"": 16}}"
4,Retailer,4,-13.75,False,llm,Qwen/Qwen3-4B,,4,,0,"{""inventory"": 4, ""backlog"": 0, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 4, ""last_order"": 4, ""current_week"": 4, ""lead_time"": 2}","{""inventory"": 12, ""backlog"": 0, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 8, ""last_order"": 4, ""current_week"": 4, ""lead_time"": 2}","{""cost"": 12.0, ""bullwhip"": 17.5, ""negotiation_proposals"": {""Retailer"": 4, ""Wholesaler"": 4, ""Distributor"": 4, ""Factory"": 4}}"
4,Wholesaler,4,-13.75,False,llm,Qwen/Qwen3-4B,,4,,0,"{""inventory"": 0, ""backlog"": 12, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 4, ""last_order"": 4, ""current_week"": 4, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 0, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 4, ""last_order"": 4, ""current_week"": 4, ""lead_time"": 2}","{""cost"": 12.0, ""bullwhip"": 17.5, ""negotiation_proposals"": {""Retailer"": 4, ""Wholesaler"": 4, ""Distributor"": 4, ""Factory"": 4}}"
4,Distributor,4,-13.75,False,llm,Qwen/Qwen3-4B,,4,,0,"{""inventory"": 0, ""backlog"": 12, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 4, ""last_order"": 4, ""current_week"": 4, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 0, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 4, ""last_order"": 4, ""current_week"": 4, ""lead_time"": 2}","{""cost"": 12.0, ""bullwhip"": 17.5, ""negotiation_proposals"": {""Retailer"": 4, ""Wholesaler"": 4, ""Distributor"": 4, ""Factory"": 4}}"
4,Factory,4,-13.75,False,llm,Qwen/Qwen3-4B,,4,,0,"{""inventory"": 0, ""backlog"": 12, ""incoming_shipments"": 32, ""pipeline_inventory"": 32, ""last_customer_demand"": 4, ""last_order"": 4, ""current_week"": 4, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 0, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 4, ""last_order"": 4, ""current_week"": 4, ""lead_time"": 2}","{""cost"": 12.0, ""bullwhip"": 17.5, ""negotiation_proposals"": {""Retailer"": 4, ""Wholesaler"": 4, ""Distributor"": 4, ""Factory"": 4}}"
5,Retailer,4,-21.1125,False,llm,Qwen/Qwen3-4B,,4,,0,"{""inventory"": 12, ""backlog"": 0, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 8, ""last_order"": 4, ""current_week"": 5, ""lead_time"": 2}","{""inventory"": 8, ""backlog"": 0, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 8, ""last_order"": 4, ""current_week"": 5, ""lead_time"": 2}","{""cost"": 20.0, ""bullwhip"": 11.125000000000002, ""negotiation_proposals"": {""Retailer"": 5, ""Wholesaler"": 4, ""Distributor"": 4, ""Factory"": 4}}"
5,Wholesaler,4,-21.1125,False,llm,Qwen/Qwen3-4B,,4,,0,"{""inventory"": 0, ""backlog"": 0, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 4, ""last_order"": 4, ""current_week"": 5, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 0, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 4, ""last_order"": 4, ""current_week"": 5, ""lead_time"": 2}","{""cost"": 20.0, ""bullwhip"": 11.125000000000002, ""negotiation_proposals"": {""Retailer"": 5, ""Wholesaler"": 4, ""Distributor"": 4, ""Factory"": 4}}"
5,Distributor,4,-21.1125,False,llm,Qwen/Qwen3-4B,,4,,0,"{""inventory"": 0, ""backlog"": 0, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 4, ""last_order"": 4, ""current_week"": 5, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 0, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 4, ""last_order"": 4, ""current_week"": 5, ""lead_time"": 2}","{""cost"": 20.0, ""bullwhip"": 11.125000000000002, ""negotiation_proposals"": {""Retailer"": 5, ""Wholesaler"": 4, ""Distributor"": 4, ""Factory"": 4}}"
5,Factory,4,-21.1125,False,llm,Qwen/Qwen3-4B,,4,,0,"{""inventory"": 0, ""backlog"": 0, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 4, ""last_order"": 4, ""current_week"": 5, ""lead_time"": 2}","{""inventory"": 12, ""backlog"": 0, ""incoming_shipments"": 8, ""pipeline_inventory"": 8, ""last_customer_demand"": 4, ""last_order"": 4, ""current_week"": 5, ""lead_time"": 2}","{""cost"": 20.0, ""bullwhip"": 11.125000000000002, ""negotiation_proposals"": {""Retailer"": 5, ""Wholesaler"": 4, ""Distributor"": 4, ""Factory"": 4}}"
6,Retailer,8,-52.875,False,llm,Qwen/Qwen3-4B,,8,,4,"{""inventory"": 8, ""backlog"": 0, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 8, ""last_order"": 4, ""current_week"": 6, ""lead_time"": 2}","{""inventory"": 16, ""backlog"": 0, ""incoming_shipments"": 8, ""pipeline_inventory"": 8, ""last_customer_demand"": 8, ""last_order"": 8, ""current_week"": 6, ""lead_time"": 2}","{""cost"": 52.0, ""bullwhip"": 8.75, ""negotiation_proposals"": {""Retailer"": 8, ""Wholesaler"": 4, ""Distributor"": 4, ""Factory"": 5}}"
6,Wholesaler,8,-52.875,False,llm,Qwen/Qwen3-4B,,8,,4,"{""inventory"": 0, ""backlog"": 0, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 4, ""last_order"": 4, ""current_week"": 6, ""lead_time"": 2}","{""inventory"": 12, ""backlog"": 0, ""incoming_shipments"": 8, ""pipeline_inventory"": 8, ""last_customer_demand"": 8, ""last_order"": 8, ""current_week"": 6, ""lead_time"": 2}","{""cost"": 52.0, ""bullwhip"": 8.75, ""negotiation_proposals"": {""Retailer"": 8, ""Wholesaler"": 4, ""Distributor"": 4, ""Factory"": 5}}"
6,Distributor,8,-52.875,False,llm,Qwen/Qwen3-4B,,8,,4,"{""inventory"": 0, ""backlog"": 0, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 4, ""last_order"": 4, ""current_week"": 6, ""lead_time"": 2}","{""inventory"": 12, ""backlog"": 0, ""incoming_shipments"": 8, ""pipeline_inventory"": 8, ""last_customer_demand"": 8, ""last_order"": 8, ""current_week"": 6, ""lead_time"": 2}","{""cost"": 52.0, ""bullwhip"": 8.75, ""negotiation_proposals"": {""Retailer"": 8, ""Wholesaler"": 4, ""Distributor"": 4, ""Factory"": 5}}"
6,Factory,4,-52.875,False,llm,Qwen/Qwen3-4B,,4,,4,"{""inventory"": 12, ""backlog"": 0, ""incoming_shipments"": 8, ""pipeline_inventory"": 8, ""last_customer_demand"": 4, ""last_order"": 4, ""current_week"": 6, ""lead_time"": 2}","{""inventory"": 12, ""backlog"": 0, ""incoming_shipments"": 8, ""pipeline_inventory"": 8, ""last_customer_demand"": 8, ""last_order"": 4, ""current_week"": 6, ""lead_time"": 2}","{""cost"": 52.0, ""bullwhip"": 8.75, ""negotiation_proposals"": {""Retailer"": 8, ""Wholesaler"": 4, ""Distributor"": 4, ""Factory"": 5}}"
7,Retailer,8,-36.7515625,False,llm,Qwen/Qwen3-4B,,8,,0,"{""inventory"": 16, ""backlog"": 0, ""incoming_shipments"": 8, ""pipeline_inventory"": 8, ""last_customer_demand"": 8, ""last_order"": 8, ""current_week"": 7, ""lead_time"": 2}","{""inventory"": 12, ""backlog"": 0, ""incoming_shipments"": 12, ""pipeline_inventory"": 12, ""last_customer_demand"": 8, ""last_order"": 8, ""current_week"": 7, ""lead_time"": 2}","{""cost"": 36.0, ""bullwhip"": 7.515625, ""negotiation_proposals"": {""Retailer"": 8, ""Wholesaler"": 8, ""Distributor"": 8, ""Factory"": 8}}"
7,Wholesaler,8,-36.7515625,False,llm,Qwen/Qwen3-4B,,8,,0,"{""inventory"": 12, ""backlog"": 0, ""incoming_shipments"": 8, ""pipeline_inventory"": 8, ""last_customer_demand"": 8, ""last_order"": 8, ""current_week"": 7, ""lead_time"": 2}","{""inventory"": 8, ""backlog"": 0, ""incoming_shipments"": 12, ""pipeline_inventory"": 12, ""last_customer_demand"": 8, ""last_order"": 8, ""current_week"": 7, ""lead_time"": 2}","{""cost"": 36.0, ""bullwhip"": 7.515625, ""negotiation_proposals"": {""Retailer"": 8, ""Wholesaler"": 8, ""Distributor"": 8, ""Factory"": 8}}"
7,Distributor,8,-36.7515625,False,llm,Qwen/Qwen3-4B,,8,,0,"{""inventory"": 12, ""backlog"": 0, ""incoming_shipments"": 8, ""pipeline_inventory"": 8, ""last_customer_demand"": 8, ""last_order"": 8, ""current_week"": 7, ""lead_time"": 2}","{""inventory"": 8, ""backlog"": 0, ""incoming_shipments"": 12, ""pipeline_inventory"": 12, ""last_customer_demand"": 8, ""last_order"": 8, ""current_week"": 7, ""lead_time"": 2}","{""cost"": 36.0, ""bullwhip"": 7.515625, ""negotiation_proposals"": {""Retailer"": 8, ""Wholesaler"": 8, ""Distributor"": 8, ""Factory"": 8}}"
7,Factory,8,-36.7515625,False,llm,Qwen/Qwen3-4B,,8,,0,"{""inventory"": 12, ""backlog"": 0, ""incoming_shipments"": 8, ""pipeline_inventory"": 8, ""last_customer_demand"": 8, ""last_order"": 4, ""current_week"": 7, ""lead_time"": 2}","{""inventory"": 8, ""backlog"": 0, ""incoming_shipments"": 8, ""pipeline_inventory"": 8, ""last_customer_demand"": 8, ""last_order"": 8, ""current_week"": 7, ""lead_time"": 2}","{""cost"": 36.0, ""bullwhip"": 7.515625, ""negotiation_proposals"": {""Retailer"": 8, ""Wholesaler"": 8, ""Distributor"": 8, ""Factory"": 8}}"
8,Retailer,8,-20.6775,False,llm,Qwen/Qwen3-4B,,8,,0,"{""inventory"": 12, ""backlog"": 0, ""incoming_shipments"": 12, ""pipeline_inventory"": 12, ""last_customer_demand"": 8, ""last_order"": 8, ""current_week"": 8, ""lead_time"": 2}","{""inventory"": 8, ""backlog"": 0, ""incoming_shipments"": 16, ""pipeline_inventory"": 16, ""last_customer_demand"": 8, ""last_order"": 8, ""current_week"": 8, ""lead_time"": 2}","{""cost"": 20.0, ""bullwhip"": 6.775, ""negotiation_proposals"": {""Retailer"": 8, ""Wholesaler"": 8, ""Distributor"": 8, ""Factory"": 8}}"
8,Wholesaler,8,-20.6775,False,llm,Qwen/Qwen3-4B,,8,,0,"{""inventory"": 8, ""backlog"": 0, ""incoming_shipments"": 12, ""pipeline_inventory"": 12, ""last_customer_demand"": 8, ""last_order"": 8, ""current_week"": 8, ""lead_time"": 2}","{""inventory"": 4, ""backlog"": 0, ""incoming_shipments"": 16, ""pipeline_inventory"": 16, ""last_customer_demand"": 8, ""last_order"": 8, ""current_week"": 8, ""lead_time"": 2}","{""cost"": 20.0, ""bullwhip"": 6.775, ""negotiation_proposals"": {""Retailer"": 8, ""Wholesaler"": 8, ""Distributor"": 8, ""Factory"": 8}}"
8,Distributor,8,-20.6775,False,llm,Qwen/Qwen3-4B,,8,,0,"{""inventory"": 8, ""backlog"": 0, ""incoming_shipments"": 12, ""pipeline_inventory"": 12, ""last_customer_demand"": 8, ""last_order"": 8, ""current_week"": 8, ""lead_time"": 2}","{""inventory"": 4, ""backlog"": 0, ""incoming_shipments"": 16, ""pipeline_inventory"": 16, ""last_customer_demand"": 8, ""last_order"": 8, ""current_week"": 8, ""lead_time"": 2}","{""cost"": 20.0, ""bullwhip"": 6.775, ""negotiation_proposals"": {""Retailer"": 8, ""Wholesaler"": 8, ""Distributor"": 8, ""Factory"": 8}}"
8,Factory,8,-20.6775,False,llm,Qwen/Qwen3-4B,,8,,0,"{""inventory"": 8, ""backlog"": 0, ""incoming_shipments"": 8, ""pipeline_inventory"": 8, ""last_customer_demand"": 8, ""last_order"": 8, ""current_week"": 8, ""lead_time"": 2}","{""inventory"": 4, ""backlog"": 0, ""incoming_shipments"": 12, ""pipeline_inventory"": 12, ""last_customer_demand"": 8, ""last_order"": 8, ""current_week"": 8, ""lead_time"": 2}","{""cost"": 20.0, ""bullwhip"": 6.775, ""negotiation_proposals"": {""Retailer"": 8, ""Wholesaler"": 8, ""Distributor"": 8, ""Factory"": 8}}"
9,Retailer,8,-16.628125,False,llm,Qwen/Qwen3-4B,,8,,0,"{""inventory"": 8, ""backlog"": 0, ""incoming_shipments"": 16, ""pipeline_inventory"": 16, ""last_customer_demand"": 8, ""last_order"": 8, ""current_week"": 9, ""lead_time"": 2}","{""inventory"": 8, ""backlog"": 0, ""incoming_shipments"": 16, ""pipeline_inventory"": 16, ""last_customer_demand"": 8, ""last_order"": 8, ""current_week"": 9, ""lead_time"": 2}","{""cost"": 16.0, ""bullwhip"": 6.281250000000001, ""negotiation_proposals"": {""Retailer"": 8, ""Wholesaler"": 8, ""Distributor"": 8, ""Factory"": 8}}"
9,Wholesaler,8,-16.628125,False,llm,Qwen/Qwen3-4B,,8,,0,"{""inventory"": 4, ""backlog"": 0, ""incoming_shipments"": 16, ""pipeline_inventory"": 16, ""last_customer_demand"": 8, ""last_order"": 8, ""current_week"": 9, ""lead_time"": 2}","{""inventory"": 4, ""backlog"": 0, ""incoming_shipments"": 16, ""pipeline_inventory"": 16, ""last_customer_demand"": 8, ""last_order"": 8, ""current_week"": 9, ""lead_time"": 2}","{""cost"": 16.0, ""bullwhip"": 6.281250000000001, ""negotiation_proposals"": {""Retailer"": 8, ""Wholesaler"": 8, ""Distributor"": 8, ""Factory"": 8}}"
9,Distributor,8,-16.628125,False,llm,Qwen/Qwen3-4B,,8,,0,"{""inventory"": 4, ""backlog"": 0, ""incoming_shipments"": 16, ""pipeline_inventory"": 16, ""last_customer_demand"": 8, ""last_order"": 8, ""current_week"": 9, ""lead_time"": 2}","{""inventory"": 4, ""backlog"": 0, ""incoming_shipments"": 16, ""pipeline_inventory"": 16, ""last_customer_demand"": 8, ""last_order"": 8, ""current_week"": 9, ""lead_time"": 2}","{""cost"": 16.0, ""bullwhip"": 6.281250000000001, ""negotiation_proposals"": {""Retailer"": 8, ""Wholesaler"": 8, ""Distributor"": 8, ""Factory"": 8}}"
9,Factory,8,-16.628125,False,llm,Qwen/Qwen3-4B,,8,,0,"{""inventory"": 4, ""backlog"": 0, ""incoming_shipments"": 12, ""pipeline_inventory"": 12, ""last_customer_demand"": 8, ""last_order"": 8, ""current_week"": 9, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 0, ""incoming_shipments"": 16, ""pipeline_inventory"": 16, ""last_customer_demand"": 8, ""last_order"": 8, ""current_week"": 9, ""lead_time"": 2}","{""cost"": 16.0, ""bullwhip"": 6.281250000000001, ""negotiation_proposals"": {""Retailer"": 8, ""Wholesaler"": 8, ""Distributor"": 8, ""Factory"": 8}}"
10,Retailer,8,-16.59285714285714,False,llm,Qwen/Qwen3-4B,,8,,0,"{""inventory"": 8, ""backlog"": 0, ""incoming_shipments"": 16, ""pipeline_inventory"": 16, ""last_customer_demand"": 8, ""last_order"": 8, ""current_week"": 10, ""lead_time"": 2}","{""inventory"": 8, ""backlog"": 0, ""incoming_shipments"": 16, ""pipeline_inventory"": 16, ""last_customer_demand"": 8, ""last_order"": 8, ""current_week"": 10, ""lead_time"": 2}","{""cost"": 16.0, ""bullwhip"": 5.928571428571428, ""negotiation_proposals"": {""Retailer"": 8, ""Wholesaler"": 8, ""Distributor"": 8, ""Factory"": 8}}"
10,Wholesaler,8,-16.59285714285714,False,llm,Qwen/Qwen3-4B,,8,,0,"{""inventory"": 4, ""backlog"": 0, ""incoming_shipments"": 16, ""pipeline_inventory"": 16, ""last_customer_demand"": 8, ""last_order"": 8, ""current_week"": 10, ""lead_time"": 2}","{""inventory"": 4, ""backlog"": 0, ""incoming_shipments"": 16, ""pipeline_inventory"": 16, ""last_customer_demand"": 8, ""last_order"": 8, ""current_week"": 10, ""lead_time"": 2}","{""cost"": 16.0, ""bullwhip"": 5.928571428571428, ""negotiation_proposals"": {""Retailer"": 8, ""Wholesaler"": 8, ""Distributor"": 8, ""Factory"": 8}}"
10,Distributor,8,-16.59285714285714,False,llm,Qwen/Qwen3-4B,,8,,0,"{""inventory"": 4, ""backlog"": 0, ""incoming_shipments"": 16, ""pipeline_inventory"": 16, ""last_customer_demand"": 8, ""last_order"": 8, ""current_week"": 10, ""lead_time"": 2}","{""inventory"": 4, ""backlog"": 0, ""incoming_shipments"": 16, ""pipeline_inventory"": 16, ""last_customer_demand"": 8, ""last_order"": 8, ""current_week"": 10, ""lead_time"": 2}","{""cost"": 16.0, ""bullwhip"": 5.928571428571428, ""negotiation_proposals"": {""Retailer"": 8, ""Wholesaler"": 8, ""Distributor"": 8, ""Factory"": 8}}"
